,Trial,BPM,GestureSize,MedianVelocityRegionOne,MedianVelocityRegionTwo,MeanVelocityRegionOne,MeanVelocityRegionTwo
329,12.0,120.0,L,2.4963889999999997,1.139467,2.2138147384615388,0.9944146285714286
330,13.0,120.0,L,2.335086,1.159936,2.178431130769231,1.0174467285714286
331,14.0,120.0,L,2.428925,1.177449,2.3732969,1.1233827855555556
332,15.0,120.0,L,2.46128,1.0088609,2.241112915384615,0.9983464375000001
333,16.0,120.0,L,2.0837765,0.7398018,1.9209037833333333,0.8426654874999999
334,17.0,120.0,L,2.379578,1.2217989999999999,1.939944946153846,1.0951904833333332
335,18.0,120.0,L,2.260694,0.975611,2.1748421363636363,0.8801930285714284
336,19.0,120.0,L,2.3322205,0.9221424000000001,2.2704394000000003,0.8640134328571428
337,20.0,120.0,L,2.400057,1.222888,2.160312807692308,1.0711842
338,21.0,120.0,L,1.6667074999999998,0.9081358500000001,1.66628565,0.8999142337500001
339,22.0,120.0,L,1.5220259999999999,0.6212674,1.5246579428571427,0.7866255
340,23.0,120.0,L,1.8810435,0.69409805,1.8471484333333332,0.8323143624999999
341,24.0,120.0,L,2.021903,0.8027783500000001,1.9608581,0.87519339625
342,25.0,120.0,L,1.7867675000000003,0.9002114999999999,1.7490506666666665,0.8121310142857142
343,26.0,120.0,L,1.75294,1.118226,1.750248025,0.9563068957142856
344,27.0,120.0,L,1.6944485,0.8688434000000002,1.6531913000000003,0.7797452214285714
345,28.0,120.0,L,2.037897,1.1282705,2.0455565555555557,1.03435568625
346,29.0,120.0,L,1.8384099999999999,1.0505309999999999,1.6640833499999996,0.9507419285714285
347,30.0,120.0,L,1.9321294999999998,0.7084451,1.82601098,0.6974407933333334
348,31.0,120.0,L,2.009338,0.6667115000000001,1.8308886666666666,0.6967127
349,32.0,120.0,L,1.741141,1.1081946999999999,1.6908115818181815,0.9664621833333333
350,33.0,120.0,L,1.9743650000000001,0.756269,1.8950865555555556,0.766386757142857
351,34.0,120.0,L,2.204129,0.8931496999999999,2.2132437777777785,0.9310037444444446
352,35.0,120.0,L,2.3045619999999998,0.9358031,2.204780777777778,0.9495565999999999
353,36.0,120.0,L,1.750795,0.9367146999999999,1.5898886076923078,0.8285983714285715
354,37.0,120.0,L,1.814318,1.0163506,1.9114932222222225,0.9195907875
355,38.0,120.0,L,1.6402855,0.9738077999999999,1.6301655666666663,0.8469583266666666
356,39.0,120.0,L,1.8123619999999998,0.6292492,1.7647922222222223,0.7265192285714287
357,40.0,120.0,L,1.8007950000000001,0.9152800999999999,1.6331459249999998,0.8769391000000001
