,Unnamed: 0,ID,GestureSize,Velocity_X,Velocity_Y,Velocity_Z,Position_X,Position_Y,Position_z,VelocityMagnitude,TimeRelativeToPrep,AngleToBP1,DistanceCoveredSoFar,Acceleration,BPM,Trial
7281,7343,355.9S100T1,S,-0.2316056,-0.3573205,-0.1291549,0.5549243,-0.4624299,0.08963508,0.4449721,0.1,-999.0,0.0,3.8547540000000002,100,21
7282,7344,355.92S100T1,S,-0.27280959999999993,-0.20951399999999998,-0.1493968,0.5467759,-0.4643464,0.08509962,0.3750208,0.12,-999.0,0.0,8.868258,100,21
7283,7345,355.94S100T1,S,-0.3068373,0.06175398,-0.1807001,0.5378816999999999,-0.4558142,0.07960621,0.3614073,0.14,-999.0,0.01349381,14.217310000000001,100,21
7284,7346,355.96S100T1,S,-0.30957429999999997,0.08986998,-0.1837707,0.5315532,-0.4529079000000001,0.07580891,0.37105859999999996,0.16,21.49411,0.02142579,14.57696,100,21
7285,7347,355.98S100T1,S,-0.3251708,0.4977666,-0.2254362,0.5287635,-0.43167040000000007,0.07297169,0.6358688,0.18,64.96486,0.04303275,15.375020000000001,100,21
7286,7348,356S100T1,S,-0.2967555,0.8378627000000001,-0.2454527,0.5215125,-0.4012491,0.06685477,0.9221306,0.2,69.17947,0.07489888,8.431005,100,21
7287,7349,356.02S100T1,S,-0.2494413,0.9738902,-0.2398817,0.5160344,-0.37237909999999996,0.06144795,1.03355,0.22,71.19716,0.10477730000000002,4.905963,100,21
7288,7350,356.04S100T1,S,-0.18849370000000001,1.035688,-0.23270059999999998,0.5126366,-0.3433813,0.05629238,1.0781129999999999,0.24,73.00497,0.13442520000000002,2.532608,100,21
7289,7351,356.06S100T1,S,-0.1835406,1.036458,-0.23194610000000002,0.5091333,-0.3225092,0.05171747,1.077836,0.26,73.27646999999999,0.1560781,2.512848,100,21
7290,7352,356.1S100T1,S,-0.08625484,0.8726404000000001,-0.1816917,0.5094769,-0.2977037,0.04832812,0.8955183000000001,0.3,75.03872,0.1811164,6.5623949999999995,100,21
7291,7353,356.12S100T1,S,-0.05308335,0.6907615,-0.13178470000000003,0.5088149000000001,-0.2837413,0.04647632,0.7052208999999999,0.32,75.63354,0.19521670000000002,8.309716,100,21
7292,7354,356.14S100T1,S,-0.03624384,0.493907,-0.07034033,0.5081694999999999,-0.2754698,0.04642285,0.5002055000000001,0.34,76.12669,0.20351349999999999,8.909757,100,21
7293,7355,356.16S100T1,S,-0.03536838,0.4769952,-0.064992,0.5074804,-0.26650450000000003,0.04533079,0.4827,0.36,76.39529,0.2125712,8.927128,100,21
7294,7356,356.18S100T1,S,-0.02370427,0.2738599,-1.63e-05,0.5076655,-0.27362509999999995,0.04828844,0.2748839,0.38,76.56593000000001,0.2202839,8.897405000000001,100,21
7295,7357,356.22S100T1,S,-0.001427004,-0.1143452,0.1183885,0.5078173,-0.2848095,0.05606063,0.1645986,0.42,77.41175,0.23390450000000002,7.720477000000001,100,21
7296,7358,356.24S100T1,S,0.01423094,-0.2968318,0.1578648,0.5086556,-0.29758429999999997,0.06113185,0.336501,0.44,77.67378000000001,0.24767460000000002,6.453661,100,21
7297,7359,356.26S100T1,S,0.01423094,-0.2968318,0.1578648,0.5089402,-0.30352090000000004,0.06428915,0.336501,0.46,77.86548,0.25440460000000004,6.453661,100,21
7298,7360,356.28S100T1,S,0.02098325,-0.43676049999999994,0.1621372,0.5095313,-0.31289570000000005,0.06535389999999999,0.4663567,0.48,77.48201,0.26385820000000004,4.161326,100,21
7299,7361,356.3S100T1,S,0.01920537,-0.5151378,0.1363415,0.5100796,-0.3284855,0.06800172,0.5332210999999999,0.5,76.68826999999999,0.2796807,3.0830919999999997,100,21
7300,7362,356.32S100T1,S,0.01655428,-0.5944016,0.119279,0.5104547,-0.3459673,0.07031617,0.6064774,0.52,75.23177,0.297319,3.367088,100,21
